"Customer_id";"customername";"gender";"age";"total_purchases";"total_spent";"avg_purchase_value";"churn"
5687;"John Morgan";"Female";48;8;26072.0;3259.0;0
44768;"Justin Rodriguez";"Female";37;6;16505.0;2750.8333;0
24719;"Dustin Cruz MD";"Male";31;6;19408.0;3234.6667;0
40058;"Edgar Wells";"Female";68;6;15287.0;2547.8333;0
12816;"Victor Thornton";"Female";62;4;13366.0;3341.5;1
44708;"Joshua Mullins";"Female";59;10;32038.0;3203.8;1
27238;"Sandra Coleman";"Male";26;5;15476.0;3095.2;0
6682;"Dustin Burton";"Female";25;6;12463.0;2077.1667;0
3944;"Steven Hanson";"Female";60;7;27811.0;3973.0;0
31491;"Robert Garcia";"Female";61;7;19512.0;2787.4286;0
43929;"Emily Robertson";"Male";18;4;10366.0;2591.5;0
5025;"Tara Gordon";"Female";59;6;16836.0;2806.0;0
40965;"Suzanne Booth";"Female";53;6;17417.0;2902.8333;0
31101;"Christy Rocha";"Female";62;5;9259.0;1851.8;0
482;"Renee Ramirez";"Male";68;6;13719.0;2286.5;0
21823;"Stephanie Rodriguez";"Female";23;5;15860.0;3172.0;0
26405;"Lisa Williams";"Male";61;6;24265.0;4044.1667;0
4588;"Anne Smith";"Male";61;9;21962.0;2440.2222;0
8038;"Nathan Tucker";"Male";23;4;10861.0;2715.25;0
29018;"Holly Ellis";"Female";25;7;13858.0;1979.7143;0
4320;"Jennifer Ramirez";"Female";70;4;10745.0;2686.25;1
45459;"David Conner";"Male";27;5;13823.0;2764.6;0
23696;"Jeremy Perez";"Female";55;5;14611.0;2922.2;0
21159;"John Johnson";"Female";18;7;12068.0;1724.0;0
49752;"Nancy Mclaughlin";"Male";23;9;29705.0;3300.5556;0
7730;"Theodore Walker";"Female";29;3;6764.0;2254.6667;0
31404;"William Mills";"Female";39;6;17807.0;2967.8333;0
38972;"Scott Galvan";"Female";21;8;19203.0;2400.375;0
14623;"Todd Ballard";"Male";44;3;7312.0;2437.3333;0
49978;"Joe Deleon";"Female";52;5;14311.0;2862.2;0
9266;"Amanda Hobbs";"Male";25;4;5373.0;1343.25;1
13764;"Anita Marshall";"Female";25;6;22816.0;3802.6667;0
11347;"Lindsey Turner";"Female";44;7;21156.0;3022.2857;0
19458;"James Robertson";"Female";30;5;9749.0;1949.8;0
14772;"Mrs. Holly Pope";"Male";70;13;45642.0;3510.9231;0
5917;"John Smith";"Male";56;6;13422.0;2237.0;0
7072;"Andrea Gutierrez";"Female";41;7;15743.0;2249.0;0
26340;"Shelly Johnston";"Female";51;7;20926.0;2989.4286;0
27758;"Mary Wagner";"Male";26;5;14546.0;2909.2;0
25728;"Michelle Stanley";"Male";57;9;24223.0;2691.4444;0
12569;"Julie Thomas";"Female";18;4;10606.0;2651.5;0
17725;"Jennifer Santana";"Female";56;6;15862.0;2643.6667;0
18373;"David Cruz";"Female";22;9;25218.0;2802.0;0
43312;"Russell Green";"Male";61;4;14451.0;3612.75;0
15662;"Sharon Graham";"Male";49;8;29963.0;3745.375;0
9198;"Cindy Cook";"Female";38;2;4609.0;2304.5;0
16948;"William Martinez";"Female";29;11;31407.0;2855.1818;0
11804;"Kathleen Mahoney";"Female";49;10;26298.0;2629.8;0
39041;"Jacqueline Haley";"Female";63;5;11539.0;2307.8;0
22249;"Mandy Kelley";"Male";57;6;13731.0;2288.5;0
15674;"Rebecca Sampson";"Male";27;7;20126.0;2875.1429;0
46156;"Patrick Sanchez";"Male";55;3;5414.0;1804.6667;0
36433;"Rodney Huang";"Female";43;2;9053.0;4526.5;0
41160;"Kevin Welch";"Male";65;6;22068.0;3678.0;0
13547;"Michelle Sweeney";"Male";69;5;20948.0;4189.6;1
11729;"Dennis Becker";"Male";41;2;7140.0;3570.0;0
11423;"Brandon Velasquez";"Male";38;9;30997.0;3444.1111;1
36914;"Antonio Saunders";"Female";27;8;18607.0;2325.875;0
27812;"Caitlin Welch";"Male";67;4;11438.0;2859.5;0
44961;"Larry Nichols";"Female";59;9;21824.0;2424.8889;1
39340;"Dr. John Mitchell";"Male";18;1;3916.0;3916.0;0
18803;"Jeffrey Gardner";"Male";56;8;15231.0;1903.875;0
7872;"Matthew Atkinson";"Male";45;5;13409.0;2681.8;0
1844;"Jenna Roberts";"Male";59;5;18493.0;3698.6;0
3578;"Samuel Mata";"Male";51;7;12599.0;1799.8571;1
6319;"Warren Wiley";"Male";65;6;12710.0;2118.3333;0
42869;"Jason Woods";"Female";29;3;7636.0;2545.3333;0
10381;"Isaiah Silva";"Female";20;4;11121.0;2780.25;0
15494;"Dr. Angela Smith";"Female";24;9;21456.0;2384.0;0
43014;"Diane Levy";"Male";59;6;18505.0;3084.1667;0
45844;"Lisa Poole";"Female";64;6;21300.0;3550.0;1
32168;"Tiffany Smith";"Female";22;6;8354.0;1392.3333;0
47159;"Ms. Latoya Smith";"Male";49;5;15919.0;3183.8;0
35719;"Brandy Lawson";"Male";55;7;19859.0;2837.0;0
2033;"Wendy Berger";"Male";45;7;18260.0;2608.5714;0
14101;"George Perez";"Male";66;7;19949.0;2849.8571;0
35562;"Catherine Barber";"Male";64;5;13179.0;2635.8;0
25914;"Karen Reese";"Male";55;6;13827.0;2304.5;0
46104;"Morgan King";"Female";41;5;12441.0;2488.2;1
1291;"Kevin Marsh";"Female";65;5;15695.0;3139.0;0
8759;"Penny Downs";"Female";70;4;14612.0;3653.0;0
43560;"Jessica Wallace";"Male";28;7;18013.0;2573.2857;0
14450;"Julia Hanna";"Male";30;10;26822.0;2682.2;0
33993;"Heather Sanders";"Male";38;8;22830.0;2853.75;0
24088;"Lisa Mcdowell";"Female";44;6;21853.0;3642.1667;0
30038;"Jordan Doyle";"Male";64;6;21925.0;3654.1667;0
42891;"Tina Smith";"Male";62;4;9200.0;2300.0;0
14820;"Jordan Moore";"Male";23;5;13249.0;2649.8;0
47286;"Katherine Fitzpatrick";"Female";39;6;13160.0;2193.3333;1
9834;"Alexis Williams";"Male";27;2;7598.0;3799.0;0
27555;"Kimberly Hess";"Male";44;3;11825.0;3941.6667;0
3267;"Jessica Allen";"Female";20;5;12309.0;2461.8;1
125;"Matthew Harrell";"Female";46;6;17497.0;2916.1667;0
8458;"Erica Scott";"Male";33;6;13357.0;2226.1667;0
32793;"Ashley Andrews";"Male";21;5;8293.0;1658.6;0
3362;"Amanda Hodges";"Male";48;5;12552.0;2510.4;0
5376;"Sarah Rios";"Male";54;8;23936.0;2992.0;0
41821;"Christina Wood";"Male";63;5;12206.0;2441.2;0
48178;"Christine Bailey";"Male";58;4;6029.0;1507.25;0
45932;"Brian Erickson";"Male";29;10;17690.0;1769.0;0
25047;"Tyler Klein";"Male";32;4;16352.0;4088.0;0
43331;"Amanda Duran";"Male";29;7;20820.0;2974.2857;0
44749;"Alan Rice";"Male";63;9;21852.0;2428.0;0
32461;"Brett Simmons";"Female";61;3;11403.0;3801.0;0
42006;"Daniel Brown";"Male";52;4;9115.0;2278.75;1
31534;"Joseph Wang";"Female";35;9;23114.0;2568.2222;0
19529;"Jeffrey Brown";"Male";43;6;18244.0;3040.6667;0
36849;"Paul Santos";"Female";32;8;17066.0;2133.25;1
31346;"Nathaniel Mueller";"Male";63;5;13251.0;2650.2;1
29142;"Annette Hansen DVM";"Female";49;6;14224.0;2370.6667;0
42670;"Annette Gallagher";"Male";52;3;7190.0;2396.6667;0
48257;"William Clark";"Male";45;9;32340.0;3593.3333;0
30361;"Jennifer Ortiz";"Male";36;4;11787.0;2946.75;0
9943;"Laurie Kramer";"Male";26;8;20155.0;2519.375;0
21690;"Matthew Coleman";"Male";33;6;14949.0;2491.5;1
33094;"Jacqueline Snyder";"Female";33;4;10382.0;2595.5;0
27120;"Zachary Vasquez";"Female";27;5;10979.0;2195.8;0
28206;"Charles Macias";"Male";62;9;28247.0;3138.5556;1
12730;"Gina Davis";"Male";26;8;26184.0;3273.0;1
9335;"Rachel Glover";"Male";52;7;19234.0;2747.7143;1
19219;"Mark Harris";"Male";36;7;9276.0;1325.1429;1
22803;"Christopher Wiley";"Male";50;3;4718.0;1572.6667;0
48706;"Roberto Copeland";"Female";37;7;13280.0;1897.1429;1
24586;"Jason Gardner";"Female";56;4;7808.0;1952.0;0
39533;"Maria Wilkinson";"Female";66;6;14498.0;2416.3333;0
209;"Patricia Morrow";"Male";66;7;17402.0;2486.0;0
27694;"Ivan Reynolds";"Female";62;10;19759.0;1975.9;0
6665;"Laura Murillo";"Female";31;6;20342.0;3390.3333;0
30697;"Shawn Price";"Female";60;7;20402.0;2914.5714;0
46939;"Peter Andrews";"Female";40;6;17106.0;2851.0;0
49559;"Jon Brown";"Male";29;7;19184.0;2740.5714;0
42956;"Shelly Edwards MD";"Female";68;9;18961.0;2106.7778;0
6908;"Anna Freeman";"Male";44;8;23076.0;2884.5;0
39089;"Zachary Foster";"Female";62;6;11266.0;1877.6667;0
19836;"Katelyn Greene";"Female";21;2;3610.0;1805.0;0
23212;"Bruce Jones";"Female";46;6;21497.0;3582.8333;1
41178;"Taylor Moore";"Male";24;7;21281.0;3040.1429;0
45458;"Cynthia Obrien";"Male";58;4;6975.0;1743.75;1
12109;"Sarah Chang";"Male";19;4;9208.0;2302.0;1
14440;"David Bass";"Female";52;4;11075.0;2768.75;0
6999;"Erin Dennis";"Female";54;8;20590.0;2573.75;0
547;"Holly Hall";"Female";19;6;17435.0;2905.8333;0
9745;"Rachel Frank";"Female";65;6;15770.0;2628.3333;0
30812;"Kristin Moore";"Female";24;5;16525.0;3305.0;0
35555;"Luis Ramirez";"Female";19;11;21446.0;1949.6364;1
46398;"Ryan Jones";"Male";32;5;11704.0;2340.8;0
48378;"Jennifer Schroeder";"Male";28;8;30453.0;3806.625;0
36013;"Jamie Willis";"Male";59;3;8625.0;2875.0;0
13792;"David Solis";"Female";26;5;15223.0;3044.6;0
36700;"Chelsea Peterson";"Male";28;10;28324.0;2832.4;0
45531;"Stacy Collins";"Female";50;2;4371.0;2185.5;0
22680;"Nicole Jones";"Male";38;6;18073.0;3012.1667;0
2684;"Angela Duarte";"Female";65;5;15897.0;3179.4;0
25617;"Kevin Meadows";"Male";31;6;18661.0;3110.1667;1
1657;"James Petty";"Male";49;9;27695.0;3077.2222;0
27119;"Lance Gomez";"Female";39;2;927.0;463.5;0
21806;"Charles Lee";"Male";39;4;5459.0;1364.75;0
4475;"Javier Smith";"Female";48;8;13250.0;1656.25;0
20053;"Gregory Pitts";"Male";36;6;9244.0;1540.6667;0
13479;"Dana Bernard";"Male";36;5;9177.0;1835.4;1
29255;"John Horton";"Male";34;6;12055.0;2009.1667;0
25647;"Travis Walker";"Male";50;6;14344.0;2390.6667;0
43745;"Mary Martinez";"Male";61;7;14891.0;2127.2857;0
26345;"Leslie Cooper";"Male";20;8;22569.0;2821.125;0
19634;"Natalie Nguyen";"Male";56;4;8739.0;2184.75;0
27800;"Susan Davis";"Male";64;4;9945.0;2486.25;1
9222;"Tina Tucker";"Male";19;4;9745.0;2436.25;0
30203;"Jonathan Chang";"Female";30;7;19444.0;2777.7143;1
45071;"Blake Anderson";"Male";68;4;7964.0;1991.0;0
16478;"Matthew Williams";"Female";50;8;26416.0;3302.0;0
34512;"Matthew Delgado";"Male";57;3;4805.0;1601.6667;0
37461;"Kayla Jackson DDS";"Male";60;6;17623.0;2937.1667;0
30224;"Jasmine Reed";"Female";69;8;28698.0;3587.25;0
36198;"Chris Daniels";"Female";22;10;23769.0;2376.9;1
39677;"Zachary Powell";"Female";24;10;22862.0;2286.2;1
42797;"David Diaz";"Female";22;3;9843.0;3281.0;0
42688;"Shawna Sharp";"Male";53;5;11851.0;2370.2;0
18223;"Jason Jones";"Male";46;8;25233.0;3154.125;0
130;"Ashley Wilson";"Female";37;4;15849.0;3962.25;0
37126;"Julie Armstrong";"Female";69;8;21312.0;2664.0;0
34323;"Victoria Johnston";"Female";55;5;12977.0;2595.4;1
34745;"Casey Crawford";"Female";43;3;4239.0;1413.0;0
25944;"Susan Martinez DDS";"Female";70;5;14622.0;2924.4;0
49475;"Michael Valencia";"Female";27;3;10819.0;3606.3333;0
21425;"Dana Anderson";"Female";23;4;7146.0;1786.5;0
47251;"Eric Wilson";"Female";61;8;22106.0;2763.25;0
43539;"Terry Jennings";"Male";61;7;10598.0;1514.0;0
5087;"Rachel Williams";"Female";32;8;18190.0;2273.75;1
32844;"Pamela Pennington";"Female";42;6;22331.0;3721.8333;0
41608;"Ryan Lopez";"Male";24;5;21692.0;4338.4;0
22105;"Philip Parker";"Female";31;10;27429.0;2742.9;0
45927;"Melissa Lambert";"Male";69;5;15328.0;3065.6;0
38205;"Kathleen Stanley";"Male";47;7;23440.0;3348.5714;0
4229;"Michael Johnson";"Female";24;5;14598.0;2919.6;0
14391;"Patricia Smith";"Female";59;6;8299.0;1383.1667;0
23775;"Gregory Swanson";"Female";67;9;24808.0;2756.4444;0
18991;"David Gibson";"Male";27;5;9946.0;1989.2;0
43391;"Bryan Henry";"Male";22;2;5283.0;2641.5;1
30564;"Emma Jones";"Male";62;6;17467.0;2911.1667;0
6774;"Derrick Curtis";"Female";69;7;16865.0;2409.2857;1
10467;"Jeremy Flores";"Female";31;6;15526.0;2587.6667;0
49898;"James Farmer";"Male";48;9;22067.0;2451.8889;0
25630;"Brandon Shaw";"Female";20;7;16778.0;2396.8571;0
19187;"Connor Rose";"Male";30;5;14072.0;2814.4;0
31394;"Sheryl Hernandez";"Male";70;13;37529.0;2886.8462;0
32608;"Julie Rangel";"Female";21;10;21240.0;2124.0;0
22175;"Joseph Turner";"Male";31;5;11172.0;2234.4;0
30382;"Benjamin Foster";"Male";62;2;3391.0;1695.5;0
