Customer_id,Purchase_date,Product_category,Product_price,Quantity,Total_amount,Payment_Method,Customer_Age,Returns,Customer_name,Age,Gender,Churn
40439,13-03-2020 12:58,Electronics,429,3,4595,Cash,56,,Lisa White,56,Female,0
40439,08-02-2020 11:21,Clothing,71,1,2782,Cash,56,0,Lisa White,56,Female,0
40439,13-09-2023 13:02,Electronics,56,2,4751,Cash,56,1,Lisa White,56,Female,0
40439,01-12-2022 06:56,Clothing,99,1,348,Credit Card,56,0,Lisa White,56,Female,0
40439,08-08-2021 16:17,Electronics,319,4,4529,Credit Card,56,0,Lisa White,56,Female,0
9201,18-01-2023 02:13,Electronics,146,2,5124,PayPal,39,0,Michael Brown,39,Male,0
9201,31-08-2022 01:02,Books,70,1,4418,PayPal,39,1,Michael Brown,39,Male,0
9201,06-10-2022 19:45,Clothing,40,5,742,PayPal,39,1,Michael Brown,39,Male,0
9201,12-03-2022 20:45,Books,143,5,1791,PayPal,39,,Michael Brown,39,Male,0
9201,27-12-2020 17:21,Clothing,38,1,979,Credit Card,39,,Michael Brown,39,Male,0
9201,11-03-2023 11:33,Home,410,1,211,Cash,39,0,Michael Brown,39,Male,0
9201,30-01-2021 03:02,Books,430,1,5036,PayPal,39,0,Michael Brown,39,Male,0
9201,05-07-2021 09:43,Books,245,4,407,Credit Card,39,,Michael Brown,39,Male,0
9201,04-06-2022 19:54,Home,107,3,2552,Credit Card,39,0,Michael Brown,39,Male,0
9201,13-09-2022 22:23,Clothing,455,2,2037,Cash,39,0,Michael Brown,39,Male,0
36689,22-11-2020 05:26,Clothing,54,3,2692,Cash,41,1,Crystal Washington,41,Male,0
36689,16-05-2020 21:47,Clothing,412,4,1678,Cash,41,,Crystal Washington,41,Male,0
36689,05-06-2021 10:03,Electronics,215,2,1039,PayPal,41,0,Crystal Washington,41,Male,0
40584,14-01-2022 18:59,Electronics,413,2,3584,Cash,63,1,Denise Preston,63,Female,1
40584,08-11-2021 01:28,Books,472,3,3120,PayPal,63,0,Denise Preston,63,Female,1
9907,22-04-2023 10:54,Electronics,32,5,2352,Cash,46,1,Anthony Garner,46,Female,0
9907,15-03-2020 00:46,Home,426,4,2094,Credit Card,46,0,Anthony Garner,46,Female,0
9907,01-11-2021 10:53,Clothing,128,5,4331,PayPal,46,1,Anthony Garner,46,Female,0
9907,19-01-2020 00:30,Clothing,352,4,1755,Credit Card,46,1,Anthony Garner,46,Female,0
9907,31-10-2021 04:29,Books,226,3,1219,Cash,46,0,Anthony Garner,46,Female,0
8648,14-10-2020 00:08,Electronics,389,3,2156,Cash,66,1,Dr. Lauren Rocha,66,Male,0
8648,20-11-2020 21:48,Books,220,1,1103,Cash,66,0,Dr. Lauren Rocha,66,Male,0
8648,06-02-2021 15:14,Books,166,2,4417,Cash,66,,Dr. Lauren Rocha,66,Male,0
8648,06-12-2021 00:59,Electronics,333,1,1363,PayPal,66,1,Dr. Lauren Rocha,66,Male,0
8648,06-01-2020 20:34,Home,486,2,570,Cash,66,0,Dr. Lauren Rocha,66,Male,0
17022,25-08-2020 14:09,Books,444,1,4596,Cash,18,,Tim Hall MD,18,Female,0
46649,09-02-2022 20:21,Clothing,325,1,664,PayPal,52,1,Adam Malone,52,Male,0
46649,17-02-2023 13:30,Home,266,1,2836,Cash,52,1,Adam Malone,52,Male,0
46649,17-12-2021 15:52,Home,255,4,2212,Cash,52,1,Adam Malone,52,Male,0
46649,08-02-2023 18:31,Home,307,3,942,Cash,52,0,Adam Malone,52,Male,0
8036,14-01-2023 11:36,Home,421,4,2054,Credit Card,53,1,Kristine Stevens,53,Female,0
8036,07-09-2020 05:15,Books,151,1,1473,Cash,53,1,Kristine Stevens,53,Female,0
8036,29-09-2020 23:34,Electronics,180,4,1869,Cash,53,0,Kristine Stevens,53,Female,0
8036,01-12-2021 02:27,Electronics,255,2,2701,Cash,53,0,Kristine Stevens,53,Female,0
8036,10-10-2022 01:42,Books,209,5,937,PayPal,53,0,Kristine Stevens,53,Female,0
8036,03-01-2022 14:52,Books,429,1,517,Cash,53,0,Kristine Stevens,53,Female,0
8036,22-01-2021 09:36,Electronics,378,4,4409,Cash,53,,Kristine Stevens,53,Female,0
8036,06-09-2020 12:00,Electronics,480,2,3624,Credit Card,53,1,Kristine Stevens,53,Female,0
8036,31-08-2020 20:27,Books,339,2,3109,Credit Card,53,,Kristine Stevens,53,Female,0
48832,15-02-2022 20:41,Home,451,3,996,Credit Card,24,,Melissa Richardson,24,Female,0
48832,08-10-2020 10:30,Clothing,144,3,4434,Credit Card,24,0,Melissa Richardson,24,Female,0
48832,20-05-2022 08:17,Books,282,2,5017,Credit Card,24,,Melissa Richardson,24,Female,0
48832,23-03-2020 22:03,Books,88,2,1191,Cash,24,0,Melissa Richardson,24,Female,0
48832,14-07-2021 00:17,Electronics,402,3,4727,Credit Card,24,1,Melissa Richardson,24,Female,0
10328,27-08-2022 09:04,Clothing,199,1,4472,Credit Card,57,0,Mackenzie Farrell,57,Male,0
10328,19-06-2023 13:36,Books,183,1,2936,PayPal,57,0,Mackenzie Farrell,57,Male,0
10328,22-08-2020 18:03,Clothing,393,4,1905,Credit Card,57,1,Mackenzie Farrell,57,Male,0
10328,18-05-2023 17:25,Home,381,1,2222,Cash,57,1,Mackenzie Farrell,57,Male,0
10328,21-08-2022 00:10,Electronics,220,1,925,PayPal,57,1,Mackenzie Farrell,57,Male,0
10328,15-05-2021 23:41,Electronics,146,3,619,Cash,57,1,Mackenzie Farrell,57,Male,0
10328,03-05-2021 21:42,Clothing,270,5,654,PayPal,57,0,Mackenzie Farrell,57,Male,0
31976,02-08-2021 13:35,Books,340,1,3447,PayPal,60,1,Tonya Jimenez,60,Male,0
31976,08-03-2020 04:37,Electronics,182,2,2350,Cash,60,0,Tonya Jimenez,60,Male,0
31976,20-07-2020 08:30,Electronics,322,1,3082,Credit Card,60,0,Tonya Jimenez,60,Male,0
31976,09-08-2023 15:42,Electronics,225,5,1663,PayPal,60,0,Tonya Jimenez,60,Male,0
31976,09-05-2023 01:59,Electronics,189,5,3417,Cash,60,0,Tonya Jimenez,60,Male,0
31976,12-09-2023 14:37,Home,357,4,2671,PayPal,60,1,Tonya Jimenez,60,Male,0
6852,17-05-2023 20:47,Electronics,176,3,3113,Cash,21,0,Michael Davis,21,Female,0
6852,09-05-2022 21:28,Electronics,260,3,1096,Cash,21,1,Michael Davis,21,Female,0
6852,26-05-2021 06:28,Home,152,2,1026,Cash,21,0,Michael Davis,21,Female,0
6852,04-01-2023 20:51,Books,184,3,3931,Credit Card,21,0,Michael Davis,21,Female,0
6852,24-12-2022 22:32,Home,366,4,1837,PayPal,21,0,Michael Davis,21,Female,0
37531,10-02-2021 02:00,Electronics,158,4,3036,PayPal,20,,Steven Smith,20,Female,1
37531,19-12-2021 00:51,Home,493,1,1382,Cash,20,0,Steven Smith,20,Female,1
37531,01-01-2022 06:30,Home,306,3,1082,PayPal,20,0,Steven Smith,20,Female,1
37531,20-05-2022 06:13,Clothing,65,1,177,Credit Card,20,,Steven Smith,20,Female,1
37531,24-03-2021 12:37,Home,239,5,1183,PayPal,20,0,Steven Smith,20,Female,1
37531,02-06-2023 01:26,Home,169,1,3557,Cash,20,0,Steven Smith,20,Female,1
37531,25-06-2022 08:55,Clothing,40,1,4098,PayPal,20,0,Steven Smith,20,Female,1
37531,05-11-2020 23:48,Clothing,57,4,424,PayPal,20,0,Steven Smith,20,Female,1
37531,23-02-2021 15:14,Electronics,129,1,1156,Cash,20,0,Steven Smith,20,Female,1
22287,01-08-2021 05:43,Electronics,286,5,1631,Credit Card,63,0,Robert Andrews,63,Female,0
22287,08-07-2023 18:44,Home,76,5,2795,Credit Card,63,1,Robert Andrews,63,Female,0
21600,07-02-2023 09:03,Electronics,439,4,1828,Cash,19,1,Douglas Benitez,19,Female,0
21600,11-03-2022 12:11,Home,293,3,4294,PayPal,19,0,Douglas Benitez,19,Female,0
21600,06-10-2020 04:15,Home,32,3,187,Credit Card,19,1,Douglas Benitez,19,Female,0
21600,20-12-2021 12:09,Electronics,206,3,2769,Credit Card,19,0,Douglas Benitez,19,Female,0
21600,03-09-2022 07:46,Home,65,1,354,PayPal,19,0,Douglas Benitez,19,Female,0
21600,13-09-2022 20:25,Books,430,5,4372,Cash,19,1,Douglas Benitez,19,Female,0
21600,31-07-2021 07:45,Books,202,1,3006,Cash,19,0,Douglas Benitez,19,Female,0
21600,12-02-2021 00:24,Electronics,10,4,4320,Credit Card,19,0,Douglas Benitez,19,Female,0
21600,16-12-2020 16:27,Books,20,1,2885,Cash,19,1,Douglas Benitez,19,Female,0
7963,30-05-2021 16:09,Electronics,398,4,3474,Cash,27,0,Aaron Archer,27,Female,0
7963,25-06-2022 18:53,Electronics,261,1,3655,Credit Card,27,1,Aaron Archer,27,Female,0
7963,16-10-2022 20:06,Books,48,4,2591,PayPal,27,0,Aaron Archer,27,Female,0
7963,26-10-2021 01:01,Books,90,1,1642,Cash,27,1,Aaron Archer,27,Female,0
41325,10-01-2023 03:34,Books,13,5,461,Credit Card,50,1,Renee Holloway,50,Female,0
41325,26-05-2023 02:27,Clothing,184,4,4076,Credit Card,50,1,Renee Holloway,50,Female,0
41325,24-07-2020 05:45,Home,248,4,2062,Credit Card,50,1,Renee Holloway,50,Female,0
41325,25-01-2023 18:03,Electronics,250,1,2643,Cash,50,1,Renee Holloway,50,Female,0
41325,11-02-2023 12:22,Books,97,5,4709,PayPal,50,1,Renee Holloway,50,Female,0
41325,12-07-2021 08:29,Books,88,5,2048,PayPal,50,0,Renee Holloway,50,Female,0
41325,15-11-2021 08:49,Home,213,2,1259,Credit Card,50,,Renee Holloway,50,Female,0
41325,14-02-2021 22:31,Electronics,410,5,1723,Cash,50,1,Renee Holloway,50,Female,0
23296,28-07-2022 09:26,Clothing,433,2,4743,Cash,32,0,Miguel Fry,32,Female,0
23296,25-10-2021 06:07,Electronics,396,3,1376,Credit Card,32,,Miguel Fry,32,Female,0
23296,08-01-2020 08:51,Home,406,3,1178,Cash,32,1,Miguel Fry,32,Female,0
5298,19-09-2020 21:29,Books,333,1,412,PayPal,18,0,Vincent Adams,18,Female,1
5298,09-02-2021 09:30,Home,43,5,4517,Cash,18,0,Vincent Adams,18,Female,1
5298,14-07-2022 14:00,Electronics,27,5,2905,PayPal,18,0,Vincent Adams,18,Female,1
5298,01-03-2021 15:05,Books,99,2,264,PayPal,18,1,Vincent Adams,18,Female,1
5298,27-04-2021 02:24,Books,380,3,224,Cash,18,0,Vincent Adams,18,Female,1
5298,29-11-2022 06:49,Books,181,1,4885,PayPal,18,0,Vincent Adams,18,Female,1
5298,08-10-2020 09:37,Home,24,3,1530,Credit Card,18,0,Vincent Adams,18,Female,1
5298,05-03-2021 20:14,Clothing,38,4,4938,Credit Card,18,0,Vincent Adams,18,Female,1
18643,21-11-2020 13:50,Electronics,400,5,5150,PayPal,65,0,Jaime Pierce,65,Male,1
18643,09-02-2021 12:59,Electronics,467,1,451,Credit Card,65,0,Jaime Pierce,65,Male,1
18643,14-02-2020 13:14,Electronics,92,1,3551,Cash,65,1,Jaime Pierce,65,Male,1
18643,30-01-2022 03:56,Books,112,4,4473,Cash,65,0,Jaime Pierce,65,Male,1
18643,09-08-2023 03:18,Electronics,179,1,3422,Cash,65,,Jaime Pierce,65,Male,1
18643,03-05-2020 22:05,Electronics,400,1,4516,Credit Card,65,0,Jaime Pierce,65,Male,1
18643,29-10-2022 19:20,Clothing,327,2,3319,PayPal,65,1,Jaime Pierce,65,Male,1
18643,14-12-2022 11:17,Home,468,3,1235,Credit Card,65,0,Jaime Pierce,65,Male,1
18643,28-12-2021 06:45,Home,365,1,5111,Cash,65,0,Jaime Pierce,65,Male,1
18643,30-03-2023 22:57,Home,279,4,887,Cash,65,0,Jaime Pierce,65,Male,1
31998,17-06-2021 01:22,Clothing,278,4,3507,PayPal,35,0,Timothy King,35,Male,0
31998,26-03-2023 15:48,Clothing,384,3,3095,Credit Card,35,,Timothy King,35,Male,0
31998,21-03-2022 15:35,Books,493,1,716,PayPal,35,0,Timothy King,35,Male,0
31998,30-01-2021 11:43,Home,87,2,3847,Cash,35,,Timothy King,35,Male,0
31998,22-11-2020 07:53,Clothing,111,1,4170,Cash,35,0,Timothy King,35,Male,0
31998,17-10-2021 22:28,Clothing,266,3,4207,Cash,35,1,Timothy King,35,Male,0
29452,14-09-2022 20:47,Clothing,223,5,562,PayPal,47,0,Patricia Clark,47,Male,1
29452,30-11-2021 19:43,Home,432,3,4513,Credit Card,47,1,Patricia Clark,47,Male,1
29452,24-08-2023 03:31,Electronics,407,2,778,Cash,47,0,Patricia Clark,47,Male,1
29452,12-07-2023 10:50,Books,440,1,2328,Credit Card,47,0,Patricia Clark,47,Male,1
29452,24-12-2021 12:30,Books,101,2,998,PayPal,47,,Patricia Clark,47,Male,1
29452,19-02-2023 23:18,Electronics,180,1,2423,PayPal,47,1,Patricia Clark,47,Male,1
29452,05-08-2023 23:03,Books,260,5,3064,PayPal,47,0,Patricia Clark,47,Male,1
16594,23-06-2022 01:56,Clothing,258,5,4684,PayPal,44,0,Eric Graham,44,Male,0
16594,26-01-2023 02:41,Books,181,4,4008,Cash,44,1,Eric Graham,44,Male,0
16594,04-03-2023 07:33,Home,132,5,4530,Cash,44,,Eric Graham,44,Male,0
45711,19-12-2021 12:28,Home,164,5,1439,Credit Card,22,1,Thomas Garrison,22,Male,0
45711,30-03-2022 06:07,Electronics,348,2,3545,Credit Card,22,1,Thomas Garrison,22,Male,0
45711,21-08-2023 18:08,Home,302,1,215,Cash,22,,Thomas Garrison,22,Male,0
45711,24-05-2020 19:11,Home,426,5,1446,Cash,22,0,Thomas Garrison,22,Male,0
45711,03-11-2021 21:38,Electronics,135,4,182,PayPal,22,,Thomas Garrison,22,Male,0
45711,13-05-2021 02:06,Home,72,3,3130,Cash,22,0,Thomas Garrison,22,Male,0
45711,19-11-2020 21:11,Clothing,444,3,4930,Cash,22,0,Thomas Garrison,22,Male,0
45711,05-10-2021 19:36,Books,484,3,4094,Credit Card,22,1,Thomas Garrison,22,Male,0
32316,29-10-2021 04:22,Books,62,1,2998,Cash,43,0,Kimberly Sullivan,43,Male,0
32316,02-04-2022 02:26,Clothing,469,4,2448,Credit Card,43,1,Kimberly Sullivan,43,Male,0
32316,03-07-2023 02:50,Clothing,448,4,1370,Credit Card,43,1,Kimberly Sullivan,43,Male,0
32316,07-03-2021 01:35,Electronics,55,2,3166,Cash,43,,Kimberly Sullivan,43,Male,0
43145,10-01-2020 05:50,Home,322,4,2790,PayPal,53,,Desiree Frank,53,Female,1
43145,20-04-2021 03:13,Electronics,192,1,1931,Cash,53,0,Desiree Frank,53,Female,1
43145,08-04-2022 12:01,Home,258,4,1761,Cash,53,0,Desiree Frank,53,Female,1
43145,28-02-2021 13:34,Electronics,452,2,3590,Credit Card,53,0,Desiree Frank,53,Female,1
7757,06-02-2021 22:48,Books,105,2,871,Credit Card,43,1,Richard Scott,43,Female,0
7757,03-07-2020 17:54,Home,69,3,4851,Cash,43,,Richard Scott,43,Female,0
7757,11-01-2023 02:51,Home,442,5,385,Credit Card,43,0,Richard Scott,43,Female,0
7757,15-09-2021 06:15,Electronics,439,2,4461,Cash,43,,Richard Scott,43,Female,0
7757,08-03-2023 03:00,Books,118,3,347,PayPal,43,0,Richard Scott,43,Female,0
7757,08-05-2023 16:23,Clothing,211,5,3490,Cash,43,0,Richard Scott,43,Female,0
7757,13-04-2020 05:54,Home,403,2,1765,Credit Card,43,,Richard Scott,43,Female,0
7757,19-01-2023 20:50,Books,79,4,4486,Credit Card,43,0,Richard Scott,43,Female,0
5515,21-05-2021 14:37,Clothing,351,3,2950,Cash,26,0,Cory Brown,26,Male,0
5515,25-08-2022 02:25,Electronics,227,3,1968,PayPal,26,0,Cory Brown,26,Male,0
5515,03-09-2020 13:37,Books,52,2,2186,Credit Card,26,,Cory Brown,26,Male,0
5515,21-02-2022 07:08,Home,410,5,4481,Credit Card,26,1,Cory Brown,26,Male,0
41590,08-03-2021 05:40,Books,19,3,1451,Credit Card,24,0,Lori Howard,24,Male,0
41590,30-10-2020 17:12,Home,303,5,2905,Cash,24,,Lori Howard,24,Male,0
41590,02-09-2022 01:43,Books,294,1,1708,PayPal,24,1,Lori Howard,24,Male,0
41590,11-01-2022 10:51,Home,388,1,2926,PayPal,24,,Lori Howard,24,Male,0
1745,16-12-2020 02:00,Clothing,417,4,371,PayPal,42,1,Troy Yang,42,Female,0
1745,16-02-2021 12:49,Books,67,4,1203,Credit Card,42,0,Troy Yang,42,Female,0
1745,16-06-2023 12:31,Clothing,292,2,3192,Cash,42,0,Troy Yang,42,Female,0
1745,26-03-2022 14:14,Electronics,320,4,889,Credit Card,42,1,Troy Yang,42,Female,0
1745,27-06-2023 03:49,Electronics,447,1,5028,PayPal,42,0,Troy Yang,42,Female,0
1745,03-04-2020 02:09,Clothing,296,4,1137,Cash,42,1,Troy Yang,42,Female,0
1745,24-03-2020 09:43,Clothing,446,5,1778,Cash,42,1,Troy Yang,42,Female,0
12745,19-01-2023 07:33,Electronics,110,1,4408,Credit Card,37,1,Laurie Sims,37,Male,1
12745,19-03-2023 03:14,Home,421,2,4920,PayPal,37,0,Laurie Sims,37,Male,1
12745,17-07-2020 23:38,Books,64,5,793,Credit Card,37,1,Laurie Sims,37,Male,1
40458,13-09-2020 00:50,Electronics,178,4,4291,Cash,48,0,Luis Gordon,48,Male,0
40458,16-04-2020 00:56,Electronics,487,1,5083,Credit Card,48,,Luis Gordon,48,Male,0
40458,06-12-2021 10:31,Clothing,498,5,3808,PayPal,48,,Luis Gordon,48,Male,0
40458,02-02-2021 20:38,Books,444,3,805,Cash,48,1,Luis Gordon,48,Male,0
40458,08-05-2020 10:30,Books,91,4,279,Cash,48,0,Luis Gordon,48,Male,0
107,09-05-2020 12:14,Clothing,82,1,880,Credit Card,44,1,Justin Romero,44,Male,0
107,16-11-2022 21:51,Clothing,418,2,3955,PayPal,44,1,Justin Romero,44,Male,0
107,28-09-2020 03:02,Clothing,203,4,1739,Credit Card,44,1,Justin Romero,44,Male,0
107,24-06-2021 08:02,Books,196,4,1819,PayPal,44,1,Justin Romero,44,Male,0
16943,02-05-2023 19:07,Books,330,1,1238,Cash,21,0,Micheal Morgan,21,Male,1
16943,06-02-2022 01:21,Electronics,99,1,4339,Cash,21,0,Micheal Morgan,21,Male,1
16943,24-10-2021 01:44,Home,246,2,4086,Credit Card,21,,Micheal Morgan,21,Male,1
16943,08-01-2021 12:40,Books,112,2,907,Credit Card,21,0,Micheal Morgan,21,Male,1
16943,09-05-2020 03:49,Books,418,3,4512,PayPal,21,,Micheal Morgan,21,Male,1
35912,27-02-2022 06:22,Clothing,420,1,3299,Credit Card,45,0,Bridget Chavez,45,Male,0
35912,08-07-2020 19:24,Books,465,4,1417,Credit Card,45,1,Bridget Chavez,45,Male,0
35912,23-10-2022 05:05,Home,500,5,581,PayPal,45,,Bridget Chavez,45,Male,0
35912,09-06-2020 23:04,Clothing,361,2,2851,Cash,45,,Bridget Chavez,45,Male,0
35912,28-07-2021 00:16,Clothing,108,5,3887,PayPal,45,,Bridget Chavez,45,Male,0
35912,12-10-2020 08:51,Electronics,317,3,3829,Cash,45,,Bridget Chavez,45,Male,0
35912,09-07-2023 12:52,Electronics,448,5,2309,PayPal,45,0,Bridget Chavez,45,Male,0
16129,15-10-2022 04:49,Clothing,350,3,2665,Cash,62,0,Amy Bennett,62,Female,0
16129,30-12-2020 22:21,Books,206,2,2091,Cash,62,0,Amy Bennett,62,Female,0
16129,25-01-2020 14:01,Books,211,5,3484,PayPal,62,1,Amy Bennett,62,Female,0
16129,01-10-2021 05:23,Electronics,99,2,2797,PayPal,62,1,Amy Bennett,62,Female,0
16129,19-11-2021 10:43,Home,156,5,4648,PayPal,62,0,Amy Bennett,62,Female,0
16129,15-09-2022 14:06,Electronics,422,5,2200,PayPal,62,1,Amy Bennett,62,Female,0
16129,25-09-2022 06:54,Clothing,321,5,1620,Cash,62,0,Amy Bennett,62,Female,0
25169,03-11-2022 03:23,Home,140,3,4243,Cash,39,0,Andre Garcia,39,Female,0
25169,06-09-2020 20:23,Electronics,436,4,2329,PayPal,39,0,Andre Garcia,39,Female,0
25169,23-03-2021 18:21,Home,99,5,2881,Cash,39,1,Andre Garcia,39,Female,0
25169,22-02-2020 00:59,Home,437,3,2674,PayPal,39,1,Andre Garcia,39,Female,0
25169,28-06-2020 21:06,Home,287,1,4809,PayPal,39,1,Andre Garcia,39,Female,0
25169,03-06-2022 06:28,Books,476,1,1225,PayPal,39,0,Andre Garcia,39,Female,0
25169,11-09-2020 20:53,Home,212,3,4805,PayPal,39,1,Andre Garcia,39,Female,0
25169,23-06-2021 07:13,Clothing,154,3,1011,PayPal,39,0,Andre Garcia,39,Female,0
25169,17-05-2020 13:55,Clothing,163,2,1740,PayPal,39,1,Andre Garcia,39,Female,0
10214,21-09-2022 18:44,Books,67,5,5156,Cash,65,1,Lisa Ray,65,Male,0
10214,21-07-2023 23:19,Home,236,1,4574,Cash,65,1,Lisa Ray,65,Male,0
10214,16-12-2021 11:06,Electronics,100,4,1030,PayPal,65,0,Lisa Ray,65,Male,0
10214,12-09-2022 04:13,Clothing,296,3,2784,Cash,65,1,Lisa Ray,65,Male,0
10214,24-11-2020 20:09,Electronics,327,4,3012,PayPal,65,0,Lisa Ray,65,Male,0
3815,15-09-2021 09:36,Books,161,1,4028,PayPal,21,,Carol Williams,21,Female,0
3815,19-06-2020 12:16,Clothing,471,2,179,Credit Card,21,,Carol Williams,21,Female,0
3815,04-02-2020 21:12,Clothing,24,1,2981,Cash,21,1,Carol Williams,21,Female,0
3815,05-10-2021 12:25,Electronics,281,4,2249,PayPal,21,,Carol Williams,21,Female,0
3815,27-06-2021 19:21,Books,354,3,4863,PayPal,21,1,Carol Williams,21,Female,0
3815,27-01-2021 04:16,Clothing,357,1,3953,PayPal,21,1,Carol Williams,21,Female,0
3815,01-09-2022 08:19,Clothing,218,2,5093,Cash,21,,Carol Williams,21,Female,0
3815,05-04-2022 12:06,Books,494,3,4288,Credit Card,21,0,Carol Williams,21,Female,0
3815,15-11-2020 15:20,Home,251,5,1150,Cash,21,0,Carol Williams,21,Female,0
3815,11-04-2023 20:50,Electronics,368,2,3856,Credit Card,21,1,Carol Williams,21,Female,0
3815,31-08-2022 11:09,Books,32,4,2097,PayPal,21,0,Carol Williams,21,Female,0
16453,13-12-2022 22:47,Books,333,1,4869,Credit Card,37,0,Dawn Thomas,37,Male,0
16453,21-08-2023 05:26,Home,89,4,230,PayPal,37,1,Dawn Thomas,37,Male,0
16453,03-10-2022 00:18,Books,359,3,4523,Credit Card,37,0,Dawn Thomas,37,Male,0
16453,11-01-2021 05:48,Books,88,2,1744,Credit Card,37,,Dawn Thomas,37,Male,0
16453,19-08-2023 09:19,Electronics,29,5,3689,PayPal,37,1,Dawn Thomas,37,Male,0
16453,08-11-2022 14:03,Clothing,380,3,4861,Cash,37,1,Dawn Thomas,37,Male,0
16453,04-08-2023 12:12,Clothing,223,3,239,Credit Card,37,,Dawn Thomas,37,Male,0
18601,10-02-2021 05:27,Electronics,494,5,480,Cash,45,1,Kathleen James,45,Female,0
18601,13-12-2021 18:23,Electronics,108,2,3581,Cash,45,1,Kathleen James,45,Female,0
18601,03-11-2020 13:03,Clothing,288,5,2120,PayPal,45,1,Kathleen James,45,Female,0
18601,28-03-2022 15:37,Books,451,4,5201,PayPal,45,0,Kathleen James,45,Female,0
18498,17-10-2020 12:01,Electronics,453,2,4776,Credit Card,47,0,Richard Morton,47,Male,0
18498,31-08-2020 21:20,Books,450,4,3809,PayPal,47,,Richard Morton,47,Male,0
18498,01-09-2023 05:53,Books,24,2,4655,PayPal,47,0,Richard Morton,47,Male,0
18498,27-10-2021 04:10,Electronics,125,4,801,Credit Card,47,1,Richard Morton,47,Male,0
18498,27-07-2020 20:48,Home,154,3,372,Credit Card,47,,Richard Morton,47,Male,0
18498,15-06-2020 18:47,Clothing,500,5,1163,PayPal,47,0,Richard Morton,47,Male,0
18498,03-11-2022 23:25,Books,101,1,2124,Cash,47,,Richard Morton,47,Male,0
18498,08-10-2021 13:06,Books,306,2,1146,PayPal,47,0,Richard Morton,47,Male,0
18498,28-04-2022 00:54,Home,133,2,4531,Cash,47,1,Richard Morton,47,Male,0
18498,02-02-2023 06:25,Home,197,4,3461,Credit Card,47,1,Richard Morton,47,Male,0
7186,24-08-2021 04:07,Home,405,1,1794,Cash,24,1,Dr. Mark Stuart,24,Male,0
7186,21-03-2020 22:11,Electronics,24,3,4781,Credit Card,24,1,Dr. Mark Stuart,24,Male,0
7186,25-05-2020 10:03,Electronics,252,4,1208,PayPal,24,0,Dr. Mark Stuart,24,Male,0
7186,18-12-2020 20:39,Home,319,5,3679,Credit Card,24,0,Dr. Mark Stuart,24,Male,0
7186,29-06-2023 19:05,Electronics,33,2,1462,PayPal,24,1,Dr. Mark Stuart,24,Male,0
7186,03-07-2022 17:21,Clothing,383,5,3286,Cash,24,0,Dr. Mark Stuart,24,Male,0
23099,25-10-2022 18:44,Books,245,1,1991,Cash,40,1,Nicholas Woods,40,Female,1
23099,08-02-2020 01:38,Clothing,191,5,1469,Credit Card,40,,Nicholas Woods,40,Female,1
23099,10-02-2021 07:39,Home,56,4,3265,PayPal,40,0,Nicholas Woods,40,Female,1
23099,25-08-2023 05:20,Home,197,4,2375,Cash,40,1,Nicholas Woods,40,Female,1
23099,04-01-2023 05:32,Books,127,3,751,Cash,40,1,Nicholas Woods,40,Female,1
23099,08-10-2022 05:33,Home,394,1,3811,Credit Card,40,1,Nicholas Woods,40,Female,1
23099,17-10-2021 23:25,Electronics,221,2,1642,PayPal,40,0,Nicholas Woods,40,Female,1
13067,16-03-2023 03:29,Electronics,303,4,1270,PayPal,24,,Lauren Smith,24,Female,0
13067,04-02-2023 18:02,Clothing,264,3,1604,Cash,24,,Lauren Smith,24,Female,0
13067,22-01-2021 06:59,Home,61,2,1922,Credit Card,24,0,Lauren Smith,24,Female,0
13067,10-06-2022 14:45,Electronics,478,4,3402,PayPal,24,1,Lauren Smith,24,Female,0
13067,19-04-2020 17:05,Home,17,5,2502,Credit Card,24,0,Lauren Smith,24,Female,0
13067,10-02-2020 17:40,Books,330,3,3973,PayPal,24,0,Lauren Smith,24,Female,0
13067,12-04-2022 20:39,Books,41,1,4837,Cash,24,0,Lauren Smith,24,Female,0
13067,20-04-2022 19:53,Clothing,363,1,332,Cash,24,1,Lauren Smith,24,Female,0
13067,20-03-2023 11:05,Electronics,19,1,438,Cash,24,1,Lauren Smith,24,Female,0
14837,06-02-2022 10:20,Books,263,3,905,PayPal,49,1,Adam Moore,49,Male,0
14837,07-04-2020 05:47,Clothing,299,5,781,Cash,49,0,Adam Moore,49,Male,0
14837,15-01-2022 14:08,Home,383,2,1355,Cash,49,,Adam Moore,49,Male,0
14837,22-10-2020 04:32,Clothing,152,2,4481,Credit Card,49,1,Adam Moore,49,Male,0
14837,17-09-2021 05:51,Clothing,376,4,2703,Cash,49,1,Adam Moore,49,Male,0
14837,09-09-2022 03:24,Electronics,101,3,4597,PayPal,49,1,Adam Moore,49,Male,0
14969,05-06-2023 10:26,Clothing,210,2,3111,Cash,55,1,Marie Warren,55,Male,1
14969,10-03-2021 12:07,Clothing,243,1,2216,Credit Card,55,1,Marie Warren,55,Male,1
14969,17-03-2022 18:47,Home,76,4,5011,PayPal,55,,Marie Warren,55,Male,1
27271,04-06-2022 00:11,Electronics,237,5,1458,Credit Card,28,0,Aaron Flores,28,Female,0
27271,13-12-2022 07:00,Clothing,145,3,4234,Credit Card,28,0,Aaron Flores,28,Female,0
27271,01-05-2020 14:46,Clothing,354,1,5094,Credit Card,28,0,Aaron Flores,28,Female,0
